,Unnamed: 0,sex,IQR,Q25,Q75,cent,dfrange,ent,fpeak,kurt,maxdom,maxfun,meandom,meanfr,meanfun,median,mindom,minfun,mode,modindx,sfm,skew,std
435,435,0.0,0.65625,0.375,1.03125,0.9885193050140956,5.9375,0.7649574531800588,0.1875,14.30303197572186,5.9375,5.333333333333333,0.4176541526845637,0.9885193050140956,1.5546130780007934,0.59375,0.0,0.06477732793522267,0.34375,22.810526315789474,0.234377238909796,3.395395887276744,1.2509912674198271
436,436,0.0,2.125,0.71875,2.84375,1.9694354232086169,5.71875,0.913619150908352,0.1875,5.993032764032688,5.71875,5.333333333333333,0.9310103833865816,1.9694354232086169,0.8364682543421661,1.46875,0.0,0.06274509803921569,0.1875,52.841530054644814,0.5194045234248749,1.7023205663774894,1.6780097448692313
437,437,0.0,0.96875,0.34375,1.3125,1.140177347425645,1.71875,0.7957831079765341,0.1875,25.235661186261506,1.71875,5.333333333333333,0.3662756309148265,1.140177347425645,0.6555194838278073,0.75,0.0,0.06324110671936757,0.1875,49.38181818181818,0.2852099821580611,4.1094036441513175,1.352434454368891
438,438,1.0,2.28125,0.3125,2.59375,1.7498991449740324,7.78125,0.8475715076168309,0.1875,33.20602033385725,7.78125,5.333333333333333,0.7619977678571429,1.7498991449740324,2.206429010818164,0.65625,0.0,0.06808510638297872,0.1875,64.0160642570281,0.4968528225338286,5.035094399571048,2.1444267650781605
439,439,1.0,2.125,0.25,2.375,1.592312622994715,7.96875,0.8296068686065956,0.125,31.885788507604328,7.96875,5.333333333333333,0.5857678386763185,1.592312622994715,2.622867129255809,0.53125,0.0,0.06639004149377592,0.125,47.658823529411755,0.4681283577212859,5.0768278343670765,2.025959586069129
440,440,1.0,1.09375,0.46875,1.5625,1.1848486517572256,2.375,0.8123201327569877,0.40625,7.712645728957606,2.375,5.333333333333333,0.47911866359447,1.1848486517572256,0.6628695066969558,0.78125,0.0,0.06274509803921569,0.40625,68.61842105263158,0.2440624039792484,2.340751420328578,1.2063574692782917
441,441,1.0,1.71875,0.625,2.34375,1.7135829962147844,7.96875,0.8850606750351356,0.125,6.805045800194188,7.96875,5.333333333333333,0.7692134397528322,1.7135829962147844,0.8448572516197713,1.3125,0.0,0.06274509803921569,0.59375,48.48627450980393,0.4436400511769162,1.982915802012492,1.5755222637326105
442,442,0.0,1.46875,0.375,1.84375,1.4371051226951952,7.96875,0.8390574250726928,0.21875,12.71804941246699,7.96875,5.333333333333333,0.5115564037319763,1.4371051226951952,2.0531276564635688,0.71875,0.0,0.06374501992031872,0.21875,38.34117647058824,0.40808330034681817,3.100124879290055,1.7174860106143128
443,443,1.0,1.28125,0.375,1.65625,1.2699507193177086,6.15625,0.8160396455370236,0.1875,16.039719782937382,6.15625,5.333333333333333,0.3869378626692456,1.2699507193177086,1.282149461460232,0.625,0.0,0.06808510638297872,0.1875,20.274111675126907,0.34544276521449496,3.548422767770376,1.5396072838848782
444,444,0.0,2.09375,0.375,2.46875,1.5720825824064872,7.28125,0.8590949737082831,0.15625,13.86547320714403,7.28125,5.333333333333333,0.4431371415356152,1.5720825824064872,1.6601675807032747,0.71875,0.0,0.06274509803921569,0.15625,32.858369098712444,0.451454566463127,3.3099512967767435,1.7640045067479484
